NombreR,NumContrib,Colaborador,Roles,Seudonimo,PaisOrigen,Titulo,NumFasciculo,Fecha,Fecha-ISO,Traduccion,Traductor,Lengua,LenguaOriginal,Tipo,TipoIndice,Dedicatoria,ObrasResenadas,CantidadPaginas,Paginacion
Revista Moderna. (Enciclopedia colombiana),10,"Cuervo Márquez, Emilio",Director,La Dirección,Colombia,Revista Política,1,Tomo I Enero de 1915,1915-01-01,No,NA,Español,NA,Prosa No Ficción,NA,NA,NA,10.5,58-68
Revista Moderna. (Enciclopedia colombiana),11,"Ramos Urdaneta, Alfredo",Director,NA,Colombia,Preliminares de la guerra,1,Tomo I Enero de 1915,1915-01-01,No,NA,Español,NA,Prosa No Ficción,NA,NA,NA,8.5,68-76
Revista Moderna. (Enciclopedia colombiana),12a,"Cuervo Márquez, Emilio",Director,Revista Moderna,Colombia,Revista Moderna,1,Tomo I Enero de 1915,1915-01-01,No,NA,Español,NA,Prosa No Ficción,De la ciudad,NA,NA,0.2,77
Revista Moderna. (Enciclopedia colombiana),12a,"Ramos Urdaneta, Alfredo",Director,Revista Moderna,Colombia,Revista Moderna,1,Tomo I Enero de 1915,1915-01-01,No,NA,Español,NA,Prosa No Ficción,De la ciudad,NA,NA,0.2,77
Revista Moderna. (Enciclopedia colombiana),13a,"Cuervo Márquez, Emilio",Director,La Dirección,Colombia,Cámara de comercio,1,Tomo I Enero de 1915,1915-01-01,No,NA,Español,NA,Prosa No Ficción,De la ciudad,NA,NA,1,77-78
Revista Moderna. (Enciclopedia colombiana),13b,"Ramos Urdaneta, Alfredo",Director,La Dirección,Colombia,Cámara de comercio,1,Tomo I Enero de 1915,1915-01-01,No,NA,Español,NA,Prosa No Ficción,De la ciudad,NA,NA,1,77-78
Revista Moderna. (Enciclopedia colombiana),14a,"Cuervo Márquez, Emilio",Director,La Dirección,Colombia,Junta Central de Higiene,1,Tomo I Enero de 1915,1915-01-01,No,NA,Español,NA,Prosa No Ficción,De la ciudad,NA,NA,0.5,78
Revista Moderna. (Enciclopedia colombiana),14b,"Ramos Urdaneta, Alfredo",Director,La Dirección,Colombia,Junta Central de Higiene,1,Tomo I Enero de 1915,1915-01-01,No,NA,Español,NA,Prosa No Ficción,De la ciudad,NA,NA,0.5,78
Revista Moderna. (Enciclopedia colombiana),15,Anónimo,Creador,NA,NA,Obito,1,Tomo I Enero de 1915,1915-01-01,No,NA,Español,NA,Prosa No Ficción,De la ciudad,NA,NA,0.2,78
Revista Moderna. (Enciclopedia colombiana),16a,"Cuervo Márquez, Emilio",Director,La Dirección,Colombia,Concurso de historia,1,Tomo I Enero de 1915,1915-01-01,No,NA,Español,NA,Prosa No Ficción,De la ciudad,NA,NA,0.2,79
Revista Moderna. (Enciclopedia colombiana),16b,"Ramos Urdaneta, Alfredo",Director,La Dirección,Colombia,Concurso de historia,1,Tomo I Enero de 1915,1915-01-01,No,NA,Español,NA,Prosa No Ficción,De la ciudad,NA,NA,0.2,79
Revista Moderna. (Enciclopedia colombiana),17a,"Cuervo Márquez, Emilio",Director,La Dirección,Colombia,Consejo de Estado,1,Tomo I Enero de 1915,1915-01-01,No,NA,Español,NA,Prosa No Ficción,De la ciudad,NA,NA,0.2,79
Revista Moderna. (Enciclopedia colombiana),17b,"Ramos Urdaneta, Alfredo",Director,La Dirección,Colombia,Consejo de Estado,1,Tomo I Enero de 1915,1915-01-01,No,NA,Español,NA,Prosa No Ficción,De la ciudad,NA,NA,0.2,79
Revista Moderna. (Enciclopedia colombiana),18a,"Cuervo Márquez, Emilio",Director,La Dirección,Colombia,Aguas de Bogotá,1,Tomo I Enero de 1915,1915-01-01,No,NA,Español,NA,Prosa No Ficción,De la ciudad,NA,NA,1,79-80
Revista Moderna. (Enciclopedia colombiana),18b,"Ramos Urdaneta, Alfredo",Director,La Dirección,Colombia,Aguas de Bogotá,1,Tomo I Enero de 1915,1915-01-01,No,NA,Español,NA,Prosa No Ficción,De la ciudad,NA,NA,1,79-80
Revista Moderna. (Enciclopedia colombiana),19a,"Cuervo Márquez, Emilio",Director,La Dirección,Colombia,Ministro del tesoro,1,Tomo I Enero de 1915,1915-01-01,No,NA,Español,NA,Prosa No Ficción,De la ciudad,NA,NA,0.2,80
Revista Moderna. (Enciclopedia colombiana),19b,"Ramos Urdaneta, Alfredo",Director,La Dirección,Colombia,Ministro del tesoro,1,Tomo I Enero de 1915,1915-01-01,No,NA,Español,NA,Prosa No Ficción,De la ciudad,NA,NA,0.2,80
Revista Moderna. (Enciclopedia colombiana),20a,"Cuervo Márquez, Emilio",Director,La Dirección,Colombia,Duplicación de impuestos,1,Tomo I Enero de 1915,1915-01-01,No,NA,Español,NA,Prosa No Ficción,De la ciudad,NA,NA,0.3,80
Revista Moderna. (Enciclopedia colombiana),20b,"Ramos Urdaneta, Alfredo",Director,La Dirección,Colombia,Duplicación de impuestos,1,Tomo I Enero de 1915,1915-01-01,No,NA,Español,NA,Prosa No Ficción,De la ciudad,NA,NA,0.3,80
Revista Moderna. (Enciclopedia colombiana),21a,"Cuervo Márquez, Emilio",Director,La Dirección,Colombia,Las capitales de la gran colombia,1,Tomo I Enero de 1915,1915-01-01,No,NA,Español,NA,Reseña,Bibliografía,NA,"Las capitales de la gran Colombia,  por Alberto Gutiérrez ",0.5,81
Revista Moderna. (Enciclopedia colombiana),21b,"Ramos Urdaneta, Alfredo",Director,La Dirección,Colombia,Las capitales de la gran colombia,1,Tomo I Enero de 1915,1915-01-01,No,NA,Español,NA,Reseña,Bibliografía,NA,"Las capitales de la gran Colombia,  por Alberto Gutiérrez ",0.5,81
Revista Moderna. (Enciclopedia colombiana),22a,"Cuervo Márquez, Emilio",Director,La Dirección,Colombia,La Gitana. Poema dramático,1,Tomo I Enero de 1915,1915-01-01,No,NA,Español,NA,Reseña,Bibliografía,NA,La Gitana. Poema dramático por Miguel Santiago Valencia,0.2,81
Revista Moderna. (Enciclopedia colombiana),22b,"Ramos Urdaneta, Alfredo",Director,La Dirección,Colombia,La Gitana. Poema dramático,1,Tomo I Enero de 1915,1915-01-01,No,NA,Español,NA,Reseña,Bibliografía,NA,La Gitana. Poema dramático por Miguel Santiago Valencia,0.2,81
Revista Moderna. (Enciclopedia colombiana),23a,"Cuervo Márquez, Emilio",Director,La Dirección,Colombia,Biografía de Córdoba,1,Tomo I Enero de 1915,1915-01-01,No,NA,Español,NA,Reseña,Bibliografía,NA,Biografía de Córdoba por Eduardo Posada,0.4,81-82
Revista Moderna. (Enciclopedia colombiana),23b,"Ramos Urdaneta, Alfredo",Director,La Dirección,Colombia,Biografía de Córdoba,1,Tomo I Enero de 1915,1915-01-01,No,NA,Español,NA,Reseña,Bibliografía,NA,Biografía de Córdoba por Eduardo Posada,0.4,81-82
Revista Moderna. (Enciclopedia colombiana),24a,"Cuervo Márquez, Emilio",Director,La Dirección,Colombia,Archivo Santander,1,Tomo I Enero de 1915,1915-01-01,No,NA,Español,NA,Reseña,Bibliografía,NA,Archivo Santander,0.4,82
Revista Moderna. (Enciclopedia colombiana),24b,"Ramos Urdaneta, Alfredo",Director,La Dirección,Colombia,Archivo Santander,1,Tomo I Enero de 1915,1915-01-01,No,NA,Español,NA,Reseña,Bibliografía,NA,Archivo Santander,0.4,82
Revista Moderna. (Enciclopedia colombiana),25a,"Cuervo Márquez, Emilio",Director,La Dirección,Colombia,The private Life of Imperor William II and Consort,1,Tomo I Enero de 1915,1915-01-01,Sí,Anónimo,Español,Inglés,Reseña,Bibliografía,NA,"The private Life of Emperor William II and Consort, by Henry W. Fisher",0.5,82
Revista Moderna. (Enciclopedia colombiana),25b,"Ramos Urdaneta, Alfredo",Director,La Dirección,Colombia,The private Life of Imperor William II and Consort,1,Tomo I Enero de 1915,1915-01-01,Sí,Anónimo,Español,Inglés,Reseña,Bibliografía,NA,"The private Life of Emperor William II and Consort, by Henry W. Fisher",0.5,82
Revista Moderna. (Enciclopedia colombiana),26,Anónimo,Anunciante,NA,NA,NA,1,Tomo I Enero de 1915,1915-01-01,No,NA,Español,NA,Publicidad,NA,NA,NA,2,NA
Revista Moderna. (Enciclopedia colombiana),27,Anónimo,Director,NA,Colombia,Páginas olvidadas,1,Tomo I Enero de 1915,1915-01-01,No,NA,Español,NA,Prosa No Ficción,NA,NA,NA,1,NA
Revista Moderna. (Enciclopedia colombiana),28,Anónimo,Director,NA,NA,Revista Moderna. (Enciclopedia colombiana),2,Tomo I Febrero de 1915,1915-02-01,No,NA,Español,NA,Prosa No Ficción,NA,NA,NA,2,NA
Revista Moderna. (Enciclopedia colombiana),29,Anónimo,Anunciante,NA,NA,NA,2,Tomo I Febrero de 1915,1915-02-01,No,NA,Español,NA,Publicidad,NA,NA,NA,4,NA
Revista Moderna. (Enciclopedia colombiana),30,"Márquez Cuervo, Carlos",Creador,NA,Colombia,Asuntos suramericanos,2,Tomo I Febrero de 1915,1915-02-01,No,NA,Español,NA,Prosa No Ficción,NA,NA,NA,6,83-88
Revista Moderna. (Enciclopedia colombiana),31,"Dahlgren, E. N.",Creador,NA,Suecia,Cómo se venía de España a Cartagena hace doscientos años,2,Tomo I Febrero de 1915,1915-02-01,Sí,Anónimo,Español,NA,Prosa No Ficción,NA,NA,NA,14.5,89-103
Revista Moderna. (Enciclopedia colombiana),32,"Serao, Matilde",Creador,NA,Grecia,Poema de una noche de amor,2,Tomo I Febrero de 1915,1915-02-01,Sí,Revista Moderna,Español,Italiano,Prosa Ficción,Novela,NA,NA,19,104-121
Revista Moderna. (Enciclopedia colombiana),33,"Ortiz V., Manuel",Creador,NA,Colombia,Cámaras de comercio,2,Tomo I Febrero de 1915,1915-02-01,No,NA,Español,NA,Prosa No Ficción,NA,NA,NA,5,122-126
Revista Moderna. (Enciclopedia colombiana),34,"Díez Canedo, Manuel",Creador,NA,NA,Crónica europea,2,Tomo I Febrero de 1915,1915-02-01,No,NA,Español,NA,Prosa No Ficción,Crónica europea,Revista Moderna,NA,8.5,127-135
Revista Moderna. (Enciclopedia colombiana),35,Anónimo,Ilustrador,NA,NA,NA,2,Tomo I Febrero de 1915,1915-02-01,No,NA,NA,NA,Imagen,Páginas olvidadas,NA,NA,0.4,136
Revista Moderna. (Enciclopedia colombiana),35a,"Cuervo Márquez, Emilio",Director,La Dirección,Colombia,Páginas olvidadas. José María Vergara y Vergara,2,Tomo I Febrero de 1915,1915-02-01,No,NA,Español,NA,Prosa No Ficción,Páginas olvidadas,NA,NA,0.6,136
Revista Moderna. (Enciclopedia colombiana),35b,"Ramos Urdaneta, Alfredo",Director,La Dirección,Colombia,Páginas olvidadas. José María Vergara y Vergara,2,Tomo I Febrero de 1915,1915-02-01,No,NA,Español,NA,Prosa No Ficción,Páginas olvidadas,NA,NA,0.6,136
Revista Moderna. (Enciclopedia colombiana),37,"Vergara y Vergara, José María",Creador,NA,Colombia,El viento,2,Tomo I Febrero de 1915,1915-02-01,No,NA,Español,NA,Prosa Ficción,Páginas olvidadas,NA,NA,7,137-143
Revista Moderna. (Enciclopedia colombiana),38a,"Cuervo Márquez, Emilio",Director,La Dirección,Colombia,Revista Política,2,Tomo I Febrero de 1915,1915-02-01,No,NA,Español,NA,Prosa No Ficción,NA,NA,NA,6.2,144-150
Revista Moderna. (Enciclopedia colombiana),38b,"Ramos Urdaneta, Alfredo",Director,La Dirección,Colombia,Revista Política,2,Tomo I Febrero de 1915,1915-02-01,No,NA,Español,NA,Prosa No Ficción,NA,NA,NA,6.2,144-150
Revista Moderna. (Enciclopedia colombiana),39,"May, Dick",Creador,NA,Argelia,Una explicación,2,Tomo I Febrero de 1915,1915-02-01,Sí,Anónimo,Español,Francés,Prosa Ficción,Cuento,NA,NA,13.8,144-163
Revista Moderna. (Enciclopedia colombiana),40,Anónimo,Creador,NA,NA,Cultura,2,Tomo I Febrero de 1915,1915-02-01,No,NA,Español,NA,Reseña de revista,De la ciudad,NA,Revista Cultura,0.2,164
Revista Moderna. (Enciclopedia colombiana),41,Anónimo,Creador,NA,NA,Tonel de las Danaides,2,Tomo I Febrero de 1915,1915-02-01,No,NA,Español,NA,Prosa No Ficción,De la ciudad,NA,NA,1.8,164-165
Revista Moderna. (Enciclopedia colombiana),42a,"Cuervo Márquez, Emilio",Director,La Dirección,Colombia,La junta de tenerdores de Bonos,2,Tomo I Febrero de 1915,1915-02-01,No,NA,Español,NA,Prosa No Ficción,De la ciudad,NA,NA,1,166
Revista Moderna. (Enciclopedia colombiana),42b,"Ramos Urdaneta, Alfredo",Director,La Dirección,Colombia,La junta de tenerdores de Bonos,2,Tomo I Febrero de 1915,1915-02-01,No,NA,Español,NA,Prosa No Ficción,De la ciudad,NA,NA,1,166
Revista Moderna. (Enciclopedia colombiana),43a,"Cuervo Márquez, Emilio",Director,La Dirección,Colombia,Informes bancarios,2,Tomo I Febrero de 1915,1915-02-01,No,NA,Español,NA,Prosa No Ficción,De la ciudad,NA,NA,0.5,167
Revista Moderna. (Enciclopedia colombiana),43b,"Ramos Urdaneta, Alfredo",Director,La Dirección,Colombia,Informes bancarios,2,Tomo I Febrero de 1915,1915-02-01,No,NA,Español,NA,Prosa No Ficción,De la ciudad,NA,NA,0.5,167
Revista Moderna. (Enciclopedia colombiana),44a,"Cuervo Márquez, Emilio",Director,La Dirección,Colombia,Concurso,2,Tomo I Febrero de 1915,1915-02-01,No,NA,Español,NA,Prosa No Ficción,De la ciudad,NA,NA,0.5,167
Revista Moderna. (Enciclopedia colombiana),44b,"Ramos Urdaneta, Alfredo",Director,La Dirección,Colombia,Concurso,2,Tomo I Febrero de 1915,1915-02-01,No,NA,Español,NA,Prosa No Ficción,De la ciudad,NA,NA,0.5,167
Revista Moderna. (Enciclopedia colombiana),45a,"Cuervo Márquez, Emilio",Director,La Dirección,Colombia,Tranvía municipal de Bogotá,2,Tomo I Febrero de 1915,1915-02-01,No,NA,Español,NA,Prosa No Ficción,De la ciudad,NA,NA,1,168
Revista Moderna. (Enciclopedia colombiana),45b,"Ramos Urdaneta, Alfredo",Director,La Dirección,Colombia,Tranvía municipal de Bogotá,2,Tomo I Febrero de 1915,1915-02-01,No,NA,Español,NA,Prosa No Ficción,De la ciudad,NA,NA,1,168
Revista Moderna. (Enciclopedia colombiana),46a,"Cuervo Márquez, Emilio",Director,La Dirección,Colombia,Teatro de Colón,2,Tomo I Febrero de 1915,1915-02-01,No,NA,Español,NA,Prosa No Ficción,De la ciudad,NA,NA,1,169
Revista Moderna. (Enciclopedia colombiana),46b,"Ramos Urdaneta, Alfredo",Director,La Dirección,Colombia,Teatro de Colón,2,Tomo I Febrero de 1915,1915-02-01,No,NA,Español,NA,Prosa No Ficción,De la ciudad,NA,NA,1,169
Revista Moderna. (Enciclopedia colombiana),47,Anónimo,Creador,NA,Colombia,Obito,2,Tomo I Febrero de 1915,1915-02-01,No,NA,Español,NA,Prosa No Ficción,De la ciudad,NA,NA,0.5,170
Revista Moderna. (Enciclopedia colombiana),48,Anónimo,Creador,NA,Colombia,"""El número 3° de Revista Moderna...""",2,Tomo I Febrero de 1915,1915-02-01,No,NA,Español,NA,Prosa No Ficción,De la ciudad,NA,NA,0.2,170
Revista Moderna. (Enciclopedia colombiana),49a,"Cuervo Márquez, Emilio",Director,La Dirección,Colombia,Escritos de marco Fidel Suárez,2,Tomo I Febrero de 1915,1915-02-01,No,NA,Español,NA,Reseña,Bibliografía,NA,Escritos de Marco Fidel Suárez,0.5,171
Revista Moderna. (Enciclopedia colombiana),49b,"Ramos Urdaneta, Alfredo",Director,La Dirección,Colombia,Escritos de marco Fidel Suárez,2,Tomo I Febrero de 1915,1915-02-01,No,NA,Español,NA,Reseña,Bibliografía,NA,Escritos de Marco Fidel Suárez,0.5,171
Revista Moderna. (Enciclopedia colombiana),50a,"Cuervo Márquez, Emilio",Director,La Dirección,Colombia,El mirador de Próspero,2,Tomo I Febrero de 1915,1915-02-01,No,NA,Español,NA,Reseña,Bibliografía,NA,"El mirador de Próspero, José Enrique Rodó",0.5,171
Revista Moderna. (Enciclopedia colombiana),50b,"Ramos Urdaneta, Alfredo",Director,La Dirección,Colombia,El mirador de Próspero,2,Tomo I Febrero de 1915,1915-02-01,No,NA,Español,NA,Reseña,Bibliografía,NA,"El mirador de Próspero, José Enrique Rodó",0.5,171
Revista Moderna. (Enciclopedia colombiana),51b,"Cuervo Márquez, Emilio",Director,La Dirección,Colombia,Obras inéditas de Don Manuel Pombo,2,Tomo I Febrero de 1915,1915-02-01,No,NA,Español,NA,Reseña,Bibliografía,NA,Obras inéditas de don Manuel Pombo,0.3,172
Revista Moderna. (Enciclopedia colombiana),51b,"Ramos Urdaneta, Alfredo",Director,La Dirección,Colombia,Obras inéditas de Don Manuel Pombo,2,Tomo I Febrero de 1915,1915-02-01,No,NA,Español,NA,Reseña,Bibliografía,NA,Obras inéditas de don Manuel Pombo,0.3,172
Revista Moderna. (Enciclopedia colombiana),52b,"Cuervo Márquez, Emilio",Director,La Dirección,Colombia,El Brasil a través de su historia,2,Tomo I Febrero de 1915,1915-02-01,No,NA,Español,NA,Reseña,Bibliografía,NA,El Brasil a través de su historia por Gustavo Arboleda R,0.3,172
Revista Moderna. (Enciclopedia colombiana),52b,"Ramos Urdaneta, Alfredo",Director,La Dirección,Colombia,El Brasil a través de su historia,2,Tomo I Febrero de 1915,1915-02-01,No,NA,Español,NA,Reseña,Bibliografía,NA,El Brasil a través de su historia por Gustavo Arboleda R,0.3,172
Revista Moderna. (Enciclopedia colombiana),53a,"Cuervo Márquez, Emilio",Director,La Dirección,Colombia,América Latina ante el peligro,2,Tomo I Febrero de 1915,1915-02-01,No,NA,Español,NA,Reseña,Bibliografía,NA,América Latina ante el peligro por Salvador R. Merlos,0.3,172
Revista Moderna. (Enciclopedia colombiana),53b,"Ramos Urdaneta, Alfredo",Director,La Dirección,Colombia,América Latina ante el peligro,2,Tomo I Febrero de 1915,1915-02-01,No,NA,Español,NA,Reseña,Bibliografía,NA,América Latina ante el peligro por Salvador R. Merlos,0.3,172
Revista Moderna. (Enciclopedia colombiana),54,Anónimo,Anunciante,NA,NA,NA,2,Tomo I Febrero de 1915,1915-02-01,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA
Revista Moderna. (Enciclopedia colombiana),55,Anónimo,Director,NA,Colombia,Revista Moderna. (Enciclopedia colombiana),3,Tomo I Marzo de 1915,1915-03-01,No,NA,Español,NA,Prosa No Ficción,NA,NA,NA,2,NA
Revista Moderna. (Enciclopedia colombiana),56,Anónimo,Anunciante,NA,NA,NA,3,Tomo I Marzo de 1915,1915-03-01,No,NA,Español,NA,Publicidad,NA,NA,NA,6,NA
Revista Moderna. (Enciclopedia colombiana),57,"Urrutia, Francisco José",Creador,NA,Colombia,El año internacional americano. 1914,3,Tomo I Marzo de 1915,1915-03-01,No,NA,Español,NA,Prosa No Ficción,NA,NA,NA,10.2,173-183
Revista Moderna. (Enciclopedia colombiana),58,"Moireau, Auguste",Creador,NA,Francia,Finanzas de la guerra,3,Tomo I Marzo de 1915,1915-03-01,Sí,Anónimo,Español,Francés,Prosa No Ficción,NA,NA,NA,10,183-193
Revista Moderna. (Enciclopedia colombiana),59,"Savage, Richard Henry",Creador,"Savage, R. H. ",Estados Unidos,La desconocida,3,Tomo I Marzo de 1915,1915-03-01,Sí,Anónimo,Español,Inglés,Prosa Ficción,Novela,NA,NA,25.5,193-218
Revista Moderna. (Enciclopedia colombiana),60,"Cuervo Márquez, Emilio",Director,NA,Colombia,Introducción al estudio de la filosofía de la historia,3,Tomo I Marzo de 1915,1915-03-01,No,NA,Español,NA,Prosa No Ficción,Conferencia,NA,NA,14.2,219-233
Revista Moderna. (Enciclopedia colombiana),61,Anónimo,Ilustrador,NA,NA,NA,3,Tomo I Marzo de 1915,1915-03-01,No,NA,NA,NA,Imagen,NA,NA,NA,0.4,234
Revista Moderna. (Enciclopedia colombiana),62a,"Cuervo Márquez, Emilio",Director,La Dirección,Colombia,Salvador Camacho Roldán,3,Tomo I Marzo de 1915,1915-03-01,No,NA,Español,NA,Prosa No Ficción,Páginas olvidadas,NA,NA,0.6,234
Revista Moderna. (Enciclopedia colombiana),62b,"Ramos Urdaneta, Alfredo",Director,La Dirección,Colombia,Salvador Camacho Roldán,3,Tomo I Marzo de 1915,1915-03-01,No,NA,Español,NA,Prosa No Ficción,Páginas olvidadas,NA,NA,0.6,234
Revista Moderna. (Enciclopedia colombiana),63,"Camacho Roldán, Salvador",Creador,NA,Colombia,El general Paéz (Recuerdos personales),3,Tomo I Marzo de 1915,1915-03-01,No,NA,Español,NA,Prosa No Ficción,Páginas olvidadas,NA,NA,9,235-243
Revista Moderna. (Enciclopedia colombiana),64,"Prudhomme, Sully",Creador,NA,Francia,Decadencia del amor. (Inédito),3,Tomo I Marzo de 1915,1915-03-01,Sí,"Caro, Miguel Antonio",Español,Francés,Poesía,Poesía,NA,NA,1,244
Revista Moderna. (Enciclopedia colombiana),65a,"Cuervo Márquez, Emilio",Director,La Dirección,Colombia,Revista Política,3,Tomo I Marzo de 1915,1915-03-01,No,NA,Español,NA,Prosa No Ficción,NA,NA,NA,10,245-254
Revista Moderna. (Enciclopedia colombiana),65b,"Ramos Urdaneta, Alfredo",Director,La Dirección,Colombia,Revista Política,3,Tomo I Marzo de 1915,1915-03-01,No,NA,Español,NA,Prosa No Ficción,NA,NA,NA,10,245-254
Revista Moderna. (Enciclopedia colombiana),66a,"Cuervo Márquez, Emilio",Director,La Dirección,Colombia,Doctor José M. Buendía,3,Tomo I Marzo de 1915,1915-03-01,No,NA,Español,NA,Prosa No Ficción,De la ciudad,NA,NA,0.7,255
Revista Moderna. (Enciclopedia colombiana),66b,"Ramos Urdaneta, Alfredo",Director,La Dirección,Colombia,Doctor José M. Buendía,3,Tomo I Marzo de 1915,1915-03-01,No,NA,Español,NA,Prosa No Ficción,De la ciudad,NA,NA,0.7,255
Revista Moderna. (Enciclopedia colombiana),67a,"Cuervo Márquez, Emilio",Director,La Dirección,Colombia,Ferrocarril del Pacífico,3,Tomo I Marzo de 1915,1915-03-01,No,NA,Español,NA,Prosa No Ficción,De la ciudad,NA,NA,1.2,256-257
Revista Moderna. (Enciclopedia colombiana),67b,"Ramos Urdaneta, Alfredo",Director,La Dirección,Colombia,Ferrocarril del Pacífico,3,Tomo I Marzo de 1915,1915-03-01,No,NA,Español,NA,Prosa No Ficción,De la ciudad,NA,NA,1.2,256-257
Revista Moderna. (Enciclopedia colombiana),68a,"Cuervo Márquez, Emilio",Director,La Dirección,Colombia,Puerto Colombia,3,Tomo I Marzo de 1915,1915-03-01,No,NA,Español,NA,Prosa No Ficción,De la ciudad,NA,NA,0.7,257
Revista Moderna. (Enciclopedia colombiana),68b,"Ramos Urdaneta, Alfredo",Director,La Dirección,Colombia,Puerto Colombia,3,Tomo I Marzo de 1915,1915-03-01,No,NA,Español,NA,Prosa No Ficción,De la ciudad,NA,NA,0.7,257
Revista Moderna. (Enciclopedia colombiana),69a,"Cuervo Márquez, Emilio",Director,La Dirección,Colombia,Por la reforma parlamentaria,3,Tomo I Marzo de 1915,1915-03-01,No,NA,Español,NA,Prosa No Ficción,De la ciudad,NA,NA,0.4,258
Revista Moderna. (Enciclopedia colombiana),69b,"Ramos Urdaneta, Alfredo",Director,La Dirección,Colombia,Por la reforma parlamentaria,3,Tomo I Marzo de 1915,1915-03-01,No,NA,Español,NA,Prosa No Ficción,De la ciudad,NA,NA,0.4,258
Revista Moderna. (Enciclopedia colombiana),70a,"Cuervo Márquez, Emilio",Director,La Dirección,Colombia,Escultor colombiano,3,Tomo I Marzo de 1915,1915-03-01,No,NA,Español,NA,Prosa No Ficción,De la ciudad,NA,NA,0.4,258
Revista Moderna. (Enciclopedia colombiana),70b,"Ramos Urdaneta, Alfredo",Director,La Dirección,Colombia,Escultor colombiano,3,Tomo I Marzo de 1915,1915-03-01,No,NA,Español,NA,Prosa No Ficción,De la ciudad,NA,NA,0.4,258
Revista Moderna. (Enciclopedia colombiana),71,Anónimo,Creador,NA,Colombia,Saludo,3,Tomo I Marzo de 1915,1915-03-01,No,NA,Español,NA,Prosa No Ficción,De la ciudad,NA,NA,0.2,258
Revista Moderna. (Enciclopedia colombiana),72a,"Cuervo Márquez, Emilio",Director,La Dirección,Colombia,Presupuestos nacionales,3,Tomo I Marzo de 1915,1915-03-01,No,NA,Español,NA,Prosa No Ficción,De la ciudad,NA,NA,0.5,259
Revista Moderna. (Enciclopedia colombiana),72b,"Ramos Urdaneta, Alfredo",Director,La Dirección,Colombia,Presupuestos nacionales,3,Tomo I Marzo de 1915,1915-03-01,No,NA,Español,NA,Prosa No Ficción,De la ciudad,NA,NA,0.5,259
Revista Moderna. (Enciclopedia colombiana),73,Anónimo,Creador,NA,Colombia,Obito,3,Tomo I Marzo de 1915,1915-03-01,No,NA,Español,NA,Prosa No Ficción,De la ciudad,NA,NA,0.3,259
Revista Moderna. (Enciclopedia colombiana),74,Anónimo,Director,NA,Colombia,Nuestro folletín,3,Tomo I Marzo de 1915,1915-03-01,No,NA,Español,NA,Reseña,De la ciudad,NA,La desconocida de R.H. Savage,0.5,259-260
