NombreR,NumContrib,Colaborador,Roles,Seudonimo,PaisOrigen,Titulo,NumFasciculo,Fecha,Fecha-ISO,Traduccion,Traductor,Lengua,LenguaOriginal,Tipo,TipoIndice,Dedicatoria,ObrasResenadas,CantidadPaginas,Paginacion
Alpha,11,"Montoya, José",Creador,NA,Colombia,Crónica literaria: Abel Farina,Año I. Número 1,marzo de 1906,1906-03-01,No,NA,Español,NA,Reseña,Crónica literaria,NA,Crisálidas de Abel Farina,01.8,36-38
Alpha,12,"Montoya, José",Creador,NA,Colombia,Crónica literaria: La novela Diego Velasco,Año I. Número 1,marzo de 1906,1906-03-01,No,NA,Español,NA,Reseña,Crónica literaria,NA,Diego Velasco de Máximo Lorenzana,01.3,38-40
Alpha,13,"Montoya, José",Creador,NA,Colombia,Crónica literaria: El centro artístico,Año I. Número 1,marzo de 1906,1906-03-01,No,NA,Español,NA,Prosa No Ficción,Crónica literaria,NA,NA,0.7,40
Alpha,14a,"Ospina Vásquez, Mariano",Director,La Dirección,NA,Para empezar,Año I. Número 1,marzo de 1906,1906-03-01,No,NA,Español,NA,Prosa No Ficción,Notas editoriales,NA,NA,01.5,41-42
Alpha,14b,"Cano, Antonio José",Director,La Dirección,NA,Para empezar,Año I. Número 1,marzo de 1906,1906-03-01,No,NA,Español,NA,Prosa No Ficción,Notas editoriales,NA,NA,01.5,41-42
Alpha,14c,"Greiff, Luis de",Director,La Dirección,NA,Para empezar,Año I. Número 1,marzo de 1906,1906-03-01,No,NA,Español,NA,Prosa No Ficción,Notas editoriales,NA,NA,01.5,41-42
Alpha,15,"Restrepo, Saturnino",Reseñista,NA,Colombia,La Revista Contemporánea,Año I. Número 1,marzo de 1906,1906-03-01,No,NA,Español,NA,Reseña de revista,Notas editoriales,NA,Revista Contemporánea,1,42-43
Alpha,16a,"Ospina Vásquez, Mariano",Director,La Dirección,NA,Homenaje,Año I. Número 1,marzo de 1906,1906-03-01,No,NA,Español,NA,Prosa No Ficción,Notas editoriales,NA,NA,0.5,43-44
Alpha,16b,"Cano, Antonio José",Director,La Dirección,NA,Homenaje,Año I. Número 1,marzo de 1906,1906-03-01,No,NA,Español,NA,Prosa No Ficción,Notas editoriales,NA,NA,0.5,43-44
Alpha,16c,"Greiff, Luis de",Director,La Dirección,NA,Homenaje,Año I. Número 1,marzo de 1906,1906-03-01,No,NA,Español,NA,Prosa No Ficción,Notas editoriales,NA,NA,0.5,43-44
Alpha,17,Anónimo,Creador,NA,NA,"""Lectura y Arte""",Año I. Número 1,marzo de 1906,1906-03-01,No,NA,Español,NA,Prosa Ficción,Notas editoriales,NA,NA,0.5,44
Alpha,18,"Martínez Sierra, Gregorio",Crítico,NA,España,La tristeza del  Quijote,Año I. Número 2,abril de 1906,1906-04-01,No,NA,Español,NA,Prosa No Ficción,NA,NA,NA,9,45-54
Alpha,19,"Restrepo Restrepo, Antonio María",Creador,Abel Farina,Colombia,El monologo de todos los días,Año I. Número 2,abril de 1906,1906-04-01,No,NA,Español,NA,Poesía,NA,NA,NA,2,55-56
Alpha,20,"Maragall, Juan",Crítico,NA,España,Escritor,Año I. Número 2,abril de 1906,1906-04-01,No,NA,Español,NA,Prosa No Ficción,NA,NA,NA,3,57-60
Alpha,21,"Restrepo, Saturnino",Creador,NA,Colombia,El enemigo (Fragmento),Año I. Número 2,abril de 1906,1906-04-01,No,NA,Español,NA,Prosa No Ficción,Fragmento,NA,NA,9,61-70
Alpha,22,"Jaramillo, Bernardo",Creador,NA,Colombia,Serenata,Año I. Número 2,abril de 1906,1906-04-01,No,NA,Español,NA,Poesía,NA,NA,NA,2,71-72
Alpha,23,"Cano Gutiérrez, Fidel",Crítico,NA,Colombia,Carneros emisarios,Año I. Número 2,abril de 1906,1906-04-01,No,NA,Español,NA,Prosa No Ficción,NA,NA,NA,5,73-78
Alpha,24,"Medina, Vicente",Creador,NA,Colombia,¡To Pomporica!,Año I. Número 2,abril de 1906,1906-04-01,No,NA,Español,NA,Poesía,NA,NA,NA,2,79-80
Alpha,25,"Restrepo, Saturnino",Creador,NA,NA,Desfile de alumnos,Año I. Número 2,abril de 1906,1906-04-01,No,NA,Español,NA,Prosa No Ficción,Notas editoriales,NA,NA,02.8,81-84
Alpha,26,Anónimo,Creador,NA,NA,Nota importante,Año I. Número 2,abril de 1906,1906-04-01,No,NA,Español,NA,Prosa No Ficción,Notas editoriales,NA,NA,0.4,84
Alpha,27,Anónimo,Reseñista,NA,NA,Un libro útil,Año I. Número 2,abril de 1906,1906-04-01,No,NA,Español,NA,Reseña,Notas editoriales,NA,Primer directorio general de la ciudad de Medellín,0.4,84
Alpha,28,"Grillo, Maximiliano",Crítico,NA,Colombia,Contra-Homilia,Año I. Número 3,mayo de 1906,1906-05-01,No,NA,Español,NA,Prosa No Ficción,NA,NA,NA,4,85-89
Alpha,29,"Poe, Edgar Allan",Creador,NA,Estados Unidos,A Elena,Año I. Número 3,mayo de 1906,1906-05-01,Sí,"Latorre, Gabriel",Español,Inglés,Poesía,NA,NA,NA,3,90-92
Alpha,30,"Rendón, Francisco de Paula",Creador,"F. de P., Rendón",Colombia,El palacio de la felicidad,Año I. Número 3,mayo de 1906,1906-05-01,No,NA,Español,NA,Prosa Ficción,NA,NA,NA,11,93-104
Alpha,31,"Ospina Vásquez, Mariano",Creador,Moi,Colombia,Talvez…,Año I. Número 3,mayo de 1906,1906-05-01,No,NA,Español,NA,Poesía,NA,NA,NA,0.5,105
Alpha,32,"Ospina Vásquez, Mariano",Creador,Moi,Colombia,Tregua,Año I. Número 3,mayo de 1906,1906-05-01,No,NA,Español,NA,Poesía,NA,NA,NA,0.5,105
Alpha,33,"Uribe, Joaquín Antonio",Creador,NA,Colombia,Cuadros de la Naturaleza. Los pájaros,Año I. Número 3,mayo de 1906,1906-05-01,No,NA,Español,NA,Prosa Ficción,NA,NA,NA,01.7,106-107
Alpha,34,"Villegas, Aquilino",Creador,NA,Colombia,Balbuceos primaverales,Año I. Número 3,mayo de 1906,1906-05-01,No,NA,Español,NA,Poesía,NA,NA,NA,2,108-109
Alpha,35,"Wilde, Oscar",Creador,NA,Irlanda,El ermitaño,Año I. Número 3,mayo de 1906,1906-05-01,Sí,Anónimo,Español,Alemán,Prosa Ficción,NA,(traducido del Alemán para Alpha),NA,3,110-113
Alpha,36,"Blasco Ibáñez, Vicente",Creador,NA,España,Apoteosis del mármol,Año I. Número 3,mayo de 1906,1906-05-01,No,NA,Español,NA,Prosa Ficción,NA,NA,NA,4,114-118
Alpha,37,"Soto Borda, Clímaco",Creador,NA,Colombia,Bien Faire et laisser dire,Año I. Número 3,mayo de 1906,1906-05-01,No,NA,Español,NA,Poesía,NA,"Restrepo, Carlos E",NA,1,119
Alpha,38,"Restrepo, Saturnino",Creador,NA,Colombia,J.M. de Heredia,Año I. Número 3,mayo de 1906,1906-05-01,No,NA,Español,NA,Prosa No Ficción,Notas editoriales,NA,NA,1.5,120-121
Alpha,39,"Restrepo, Saturnino",Creador,NA,Colombia,Marcel Schwob,Año I. Número 3,mayo de 1906,1906-05-01,No,NA,Español,NA,Prosa No Ficción,Notas editoriales,NA,NA,1,121-122
Alpha,40,"Restrepo, Saturnino",Crítico,NA,Colombia,Los libros y el crimen,Año I. Número 3,mayo de 1906,1906-05-01,No,NA,Español,NA,Prosa No Ficción,Notas editoriales,NA,NA,2,122-124
Alpha,41,Anónimo,Creador,NA,NA,"""Entrañas de niño""",Año I. Número 3,mayo de 1906,1906-05-01,No,NA,Español,NA,Prosa No Ficción,Notas editoriales,NA,NA,0.2,124
Alpha,42,Anónimo,Creador,NA,NA,Gracias,Año I. Número 3,mayo de 1906,1906-05-01,No,NA,Español,NA,Prosa No Ficción,Notas editoriales,NA,NA,0.3,124
Alpha,43,"Betancourt Villegas, Félix",Creador,NA,Colombia,Sobre sociotecnia,Año I. Número 4,junio de 1906,1906-06-01,No,NA,Español,NA,Prosa No Ficción,NA,NA,NA,8,125-133
Alpha,44,"Ospina Vásquez, Mariano",Creador,M.O.V,Colombia,Febrero antioqueño (Sensación de paisaje),Año I. Número 4,junio de 1906,1906-06-01,No,NA,Español,NA,Poesía,NA,NA,NA,1,132
Alpha,45,"Carrasquilla, Tomás",Creador,NA,Colombia,Estrañas de niño,Año I. Número 4,junio de 1906,1906-06-01,No,NA,Español,NA,Prosa Ficción,Novela,NA,NA,08.5,135-144
Alpha,46,"Robledo, Eusebio",Creador,NA,Colombia,Sibila,Año I. Número 4,junio de 1906,1906-06-01,No,NA,Español,NA,Poesía,Poesía,NA,NA,4,145-149
Alpha,47,"Castro, Alfonso",Crítico,NA,Colombia,De crítica,Año I. Número 4,junio de 1906,1906-06-01,No,NA,Español,NA,Prosa No Ficción,NA,NA,NA,7,150-157
Alpha,48,"Montoya Pérez, Rafael",Creador,NA,NA,Rayo de sol,Año I. Número 4,junio de 1906,1906-06-01,No,NA,Español,NA,Prosa Ficción,NA,Ismael Peña,NA,2,158-160
Alpha,49,"Restrepo, Saturnino",Creador,NA,Colombia,"La tierra ""maternal""",Año I. Número 4,junio de 1906,1906-06-01,No,NA,Español,NA,Prosa No Ficción,Notas editoriales,NA,NA,2,161-162
Alpha,50,"Restrepo, Saturnino",Creador,NA,Colombia,El espectro,Año I. Número 4,junio de 1906,1906-06-01,No,NA,Español,NA,Prosa No Ficción,Notas editoriales,NA,NA,1,163
Alpha,51,Anónimo,Crítico,NA,NA,Arte nacional,Año I. Número 4,junio de 1906,1906-06-01,No,NA,Español,NA,Prosa No Ficción,Notas editoriales,NA,NA,0.6,164
Alpha,52,Anónimo,Creador,NA,NA,Centro Artístico,Año I. Número 4,junio de 1906,1906-06-01,No,NA,Español,NA,Prosa No Ficción,Notas editoriales,NA,NA,0.1,164
Alpha,53,Anónimo,Creador,NA,NA,Publicaciones recibidas,Año I. Número 4,junio de 1906,1906-06-01,No,NA,Español,NA,Prosa No Ficción,Notas editoriales,NA,NA,0.3,164
Alpha,54,"Carrasquilla, Tomás",Creador,NA,Colombia,Entrañas de niño II,Año I. Número 5-6,julio de 1906,1906-07-01,No,NA,Español,NA,Prosa Ficción,Novela,NA,NA,11,165-176
Alpha,55a,"Cano Gutiérrez, Fidel",Creador,NA,Colombia,Concursos de 1906. Informe del jurado calificador,Año I. Número 5-6,julio de 1906,1906-07-01,No,NA,Español,NA,Prosa No Ficción,Informe,NA,NA,8,177-185
Alpha,55b,"Hoyos, Sebastián",Creador,NA,Colombia,Concursos de 1906. Informe del jurado calificador,Año I. Número 5-6,julio de 1906,1906-07-01,No,NA,Español,NA,Prosa No Ficción,Informe,NA,NA,8,177-185
Alpha,55c,"Betancourt Villegas, Félix",Creador,NA,Colombia,Concursos de 1906. Informe del jurado calificador,Año I. Número 5-6,julio de 1906,1906-07-01,No,NA,Español,NA,Prosa No Ficción,Informe,NA,NA,8,177-185
Alpha,56,"Cruz, Jorge de la",Creador,NA,Colombia,Baldosas y terrones,Año I. Número 5-6,julio de 1906,1906-07-01,No,NA,Español,NA,Prosa Ficción,NA,NA,NA,8,186-204
Alpha,57,"Cano, Antonio José",Creador,NA,Colombia,Sendero de llanto,Año I. Número 5-6,julio de 1906,1906-07-01,No,NA,Español,NA,Poesía,NA,"Cano, Francisco A",NA,1,205
Alpha,58,"Restrepo, Saturnino",Creador,NA,Colombia,La oveja descarriada,Año I. Número 5-6,julio de 1906,1906-07-01,No,NA,Español,NA,Prosa No Ficción,NA,"Olano, Ricardo, fundador de ALPHA",NA,25,206-231
Alpha,59,"Cruz, Efraím de la",Creador,NA,Colombia,Anima,Año I. Número 5-6,julio de 1906,1906-07-01,No,NA,Español,NA,Poesía,NA,"Cano, Luis",NA,2,232-233
Alpha,60,"Villegas, Luis Eduardo",Creador,NA,Colombia,Carta,Año I. Número 5-6,julio de 1906,1906-07-01,No,NA,Español,NA,Prosa No Ficción,Notas editoriales,NA,NA,3,234-237
Alpha,61,"Jaramillo MTZ, José María",Creador,J. M.ª. J. MTZ.,NA,Conmociones terrestres,Año I. Número 5-6,julio de 1906,1906-07-01,Sí,J. M. J. MTZ,Español,Inglés,Prosa No Ficción,Notas editoriales,NA,NA,02.5,238-241
Alpha,62,"Restrepo, Saturnino",Creador,NA,Colombia,M. Curie,Año I. Número 5-6,julio de 1906,1906-07-01,No,NA,Español,NA,Prosa No Ficción,Notas editoriales,NA,NA,2,241-243
Alpha,63,"Restrepo, Saturnino",Creador,NA,Colombia,"""Homo sapiens.""",Año I. Número 5-6,julio de 1906,1906-07-01,No,NA,Español,NA,Prosa No Ficción,Notas editoriales,NA,NA,1,243-244
Alpha,64,Anónimo,Creador,NA,NA,Centro Artístico,Año I. Número 5-6,julio de 1906,1906-07-01,No,NA,Español,NA,Prosa No Ficción,Notas editoriales,NA,NA,0.5,244
Alpha,65,"Carrasquilla, Tomás",Creador,NA,Colombia,Entrañas de niño III,Año I. Número 7,agosto de 1906,1906-08-01,No,NA,Español,NA,Prosa Ficción,Novela,NA,NA,10,245-255
Alpha,66,"Cano, Luis",Creador,NA,Colombia,Sucesos de todos los días,Año I. Número 7,agosto de 1906,1906-08-01,No,NA,Español,NA,Poesía,NA,"Carrasquilla, Tomás",NA,1,256
Alpha,67,"Vélez Barrientos, Lucrecio",Creador,"Chaverra, Gaspar",Colombia,Martín Rua,Año I. Número 7,agosto de 1906,1906-08-01,No,NA,Español,NA,Prosa Ficción,Cuento,"Echavarría, Pablo",NA,9,257-266
Alpha,68,"Marín, Abel",Creador,NA,Colombia,¿…...,Año I. Número 7,agosto de 1906,1906-08-01,No,NA,Español,NA,Prosa Ficción,NA,"Moya, Rodríguez",NA,1,267
Alpha,69,"Novicow, F.",Creador,F. Novicow,NA,La felicidad de las sociedades humanas,Año I. Número 7,agosto de 1906,1906-08-01,Sí,Anónimo,Español,NA,Prosa Ficción,NA,NA,NA,7,268-275
Alpha,70,"Velásquez García, José",Creador,"Vives Guerra, Julio",Colombia,La araña de los jardines.( Versión de una leyenda bretona),Año I. Número 7,agosto de 1906,1906-08-01,No,NA,Español,NA,Poesía,NA,"Quirós, José Manuel",NA,2,276-277
Alpha,71,"Villegas, Aquilino",Creador,NA,Colombia,Un animal canta,Año I. Número 7,agosto de 1906,1906-08-01,No,NA,Español,NA,Prosa Ficción,NA,"Restrepo, Saturnino",NA,2,278-279
Alpha,72,"Carrasquilla, Tomás",Creador,NA,Colombia,Carta,Año I. Número 7,agosto de 1906,1906-08-01,No,NA,Español,NA,Prosa No Ficción,Notas,NA,NA,01.5,280-282
Alpha,73,"Botero Guerra, Camilo",Creador,NA,Colombia,Instituto Isaacs,Año I. Número 7,agosto de 1906,1906-08-01,No,NA,Español,NA,Prosa Ficción,Notas,NA,NA,1,282-283
Alpha,74,Anónimo,Creador,Alpha,NA,Tercer certamen industrial,Año I. Número 7,agosto de 1906,1906-08-01,No,NA,Español,NA,Prosa No Ficción,Notas,NA,NA,1,283-284
Alpha,75,"Carrasquilla, Tomás",Creador,NA,Colombia,Homilia N°. 2°. En contestación y acatamiento al hermano Max Grillo,Año I. Número 8-9,septiembre de 1906,1906-09-01,No,NA,Español,NA,Prosa No Ficción,NA,NA,NA,28.5,285-314
Alpha,76,"Jaramillo, Bernardo",Creador,NA,Colombia,¡Oh madre!,Año I. Número 8-9,septiembre de 1906,1906-09-01,No,NA,Español,NA,Poesía,NA,NA,NA,1,315
Alpha,77,"Carrasquilla L., Juan de Dios",Creador,NA,Colombia,Estudios prehistóricos,Año I. Número 8-9,septiembre de 1906,1906-09-01,No,NA,Español,NA,Prosa No Ficción,Artículos,NA,NA,07.5,316-324
Alpha,78,"Carrasquilla, Tomás",Creador,NA,Colombia,Entrañas de niño IV,Año I. Número 8-9,septiembre de 1906,1906-09-01,No,NA,Español,NA,Prosa Ficción,Novela,NA,NA,07.5,325-333
Alpha,79,"Ospina Vásquez, Mariano",Creador,Moi,Colombia,El silencio,Año I. Número 8-9,septiembre de 1906,1906-09-01,No,NA,Español,NA,Poesía,NA,NA,NA,0.5,333
Alpha,80,"Gaviria, José A.",Creador,"Gaviria, J.A., Nápoles",Colombia,Nobleza obliga. I. El león,Año I. Número 8-9,septiembre de 1906,1906-09-01,No,NA,Español,NA,Prosa Ficción,NA,NA,NA,21,334-355
Alpha,81,"Gaviria, José A.",Creador,NA,Colombia,"Epílogo. De Lamus, Rincón & C.",Año I. Número 8-9,septiembre de 1906,1906-09-01,No,NA,Español,NA,Prosa Ficción,NA,NA,NA,1,356
Alpha,82,"Sanín Cano, Baldomero",Crítico,NA,Colombia,Sr. D. Arcesio Aragón,Año I. Número 8-9,septiembre de 1906,1906-09-01,No,NA,Español,NA,Prosa No Ficción,Notas,NA,NA,6,356-363
Alpha,83,"Restrepo, Saturnino",Creador,NA,Colombia,7 de agosto,Año I. Número 8-9,septiembre de 1906,1906-09-01,No,NA,Español,NA,Prosa No Ficción,Notas,NA,NA,1,363-364
Alpha,84,"Restrepo, Saturnino",Creador,NA,Colombia,"""Obscuro y claro""",Año I. Número 8-9,septiembre de 1906,1906-09-01,No,NA,Español,NA,Prosa No Ficción,Notas,NA,NA,2,364-366
Alpha,85,"Restrepo, Saturnino",Crítico,NA,Colombia,Pax vobis,Año I. Número 8-9,septiembre de 1906,1906-09-01,No,NA,Español,NA,Prosa No Ficción,Notas,NA,NA,2,266-268
Alpha,86,"Triana, Miguel",Creador,NA,Colombia,"Del ""Viaje al Putumayo"" (Capítulo de un libro inédito)",Año I. Número 10,octubre de 1906,1906-10-01,No,NA,Español,NA,Prosa Ficción,Capítulo de libro,NA,NA,4,269-373
Alpha,87,"Jaramillo P., Escipión",Creador,NA,NA,Las hormigas,Año I. Número 10,octubre de 1906,1906-10-01,No,NA,Español,NA,Poesía,NA,NA,NA,2,374-375
Alpha,88,"Carrasquilla, Tomás",Creador,NA,Colombia,Entrañas de niño. V,Año I. Número 10,octubre de 1906,1906-10-01,No,NA,Español,NA,Prosa Ficción,Novela,NA,NA,17,376-393
Alpha,89,"Restrepo Restrepo, Antonio María",Creador,AB. Farina,Colombia,6 de mayo,Año I. Número 10,octubre de 1906,1906-10-01,No,NA,Español,NA,Poesía,NA,NA,NA,2,394-396
Alpha,90,"Gartner, Hugo",Creador,NA,NA,En los témpanos,Año I. Número 10,octubre de 1906,1906-10-01,No,NA,Español,NA,Prosa Ficción,NA,Alpha,NA,02.5,397-399
Alpha,91,"Carvajal, Manuel Antonio",Creador,M.A. Carvajal,Colombia,Divagación,Año I. Número 10,octubre de 1906,1906-10-01,No,NA,Español,NA,Poesía,NA,NA,NA,0.5,399
Alpha,92,"Restrepo Restrepo, Carlos Eugenio",Creador,"Restrepo, C.E",Colombia,El primer personaje,Año I. Número 10,octubre de 1906,1906-10-01,No,NA,Español,NA,Prosa No Ficción,NA,NA,NA,01.5,400-401
Alpha,93,"Jaloux, Edmond",Creador,NA,Francia,La indiferente,Año I. Número 10,octubre de 1906,1906-10-01,Sí,Anónimo,Español,Francés,Prosa Ficción,NA,NA,NA,2,402-404
Alpha,94,"Restrepo, Saturnino",Crítico,NA,Colombia,Prosas líricas,Año I. Número 10,octubre de 1906,1906-10-01,No,NA,Español,NA,Reseña,Notas,NA,Prosas Líricas de Rodríguez Moya,2,405-406
Alpha,95,"Restrepo, Saturnino",Creador,NA,Colombia,A propósito de Dreyfus,Año I. Número 10,octubre de 1906,1906-10-01,No,NA,Español,NA,Prosa No Ficción,Notas,NA,NA,01.6,407-408
Alpha,96,Anónimo,Reseñista,NA,NA,Trofeos,Año I. Número 10,octubre de 1906,1906-10-01,No,NA,Español,NA,Reseña de revista,Notas,NA,NA,0.4,408
Alpha,97,"Carrasquilla, Tomás",Creador,NA,Colombia,Entrañas de niño. VIII,Año I. Número 11,noviembre de 1906,1906-11-01,No,NA,Español,NA,Prosa Ficción,Novela,NA,NA,16.5,409-426
Alpha,98,"Ospina Vásquez, Mariano",Creador,Moi,Colombia,Pasas…,Año I. Número 11,noviembre de 1906,1906-11-01,No,NA,Español,NA,Poesía,NA,NA,NA,0.4,426
Alpha,99,"Triana, Miguel",Creador,NA,Colombia,Capítulo de un libro inédito,Año I. Número 11,noviembre de 1906,1906-11-01,No,NA,Español,NA,Prosa Ficción,Capítulo de libro,NA,NA,05.3,427-433
Alpha,100,"Carvajal, Manuel Antonio",Creador,M.A. Carvajal,Colombia,Paisaje de aldea,Año I. Número 11,noviembre de 1906,1906-11-01,No,NA,Español,NA,Poesía,NA,NA,NA,0.7,433
Alpha,101,"Ospina Vásquez, Tulio",Creador,Tulio Ospina,Colombia,Riqueza filológica,Año I. Número 11,octubre de 1906,1906-10-01,No,NA,Español,NA,Prosa No Ficción,NA,NA,NA,3,434-437
Alpha,102,"Cano, Luis",Creador,NA,Colombia,Sucesos de todos los días,Año I. Número 11,octubre de 1906,1906-10-01,No,NA,Español,NA,Poesía,NA,NA,NA,1,438
Alpha,103,"Restrepo, Saturnino",Creador,NA,Colombia,El terremoto en California,Año I. Número 11,octubre de 1906,1906-10-01,Sí,Anónimo,Español,Inglés,Prosa No Ficción,NA,NA,NA,3,439-442
Alpha,104,"Restrepo, Saturnino",Crítico,NA,Colombia,Zolá en el Panteón,Año I. Número 11,octubre de 1906,1906-10-01,No,NA,Español,NA,Prosa No Ficción,Notas,NA,NA,3,443-445
Alpha,105,"Restrepo, Saturnino",Crítico,NA,Colombia,La luna,Año I. Número 11,octubre de 1906,1906-10-01,No,NA,Español,NA,Prosa No Ficción,Notas,NA,NA,01.7,446-447
Alpha,106,Anónimo,Reseñista,NA,NA,"""El correo del Valle""",Año I. Número 11,octubre de 1906,1906-10-01,No,NA,Español,NA,Reseña de revista,Notas,NA,NA,0.8,447-448
Alpha,107,Anónimo,Creador,Alpha,NA,Camilo Arturo Escobar,Año I. Número 11,octubre de 1906,1906-10-01,No,NA,Español,NA,Prosa No Ficción,Notas,NA,NA,0.3,448
Alpha,108,Anónimo,Creador,NA,NA,Del programa,Año I. Número 11,octubre de 1906,1906-10-01,No,NA,Español,NA,Prosa No Ficción,Notas,NA,NA,0.2,448
Alpha,109,"Vélez Barrientos, Lucrecio",Creador,"Chaverra, Gaspar",Colombia,Copia fiel,Año I. Número 12,diciembre de 1906,1906-12-01,No,NA,Español,NA,Prosa Ficción,NA,NA,NA,03.3,449-453
Alpha,110,"Jaramillo Medina, Francisco",Creador,NA,Colombia,En su baño,Año I. Número 12,diciembre de 1906,1906-12-01,No,NA,Español,NA,Poesía,NA,"Merizalde, Antonio",NA,0.7,453
Alpha,111,"Carrasquilla, Tomás",Creador,NA,Colombia,Entrañas de niño IX,Año I. Número 12,diciembre de 1906,1906-12-01,No,NA,Español,NA,Prosa Ficción,Novela,NA,NA,29.3,454-484
Alpha,112,"Carvajal, Alberto",Creador,NA,Colombia,Ritmos breves,Año I. Número 12,diciembre de 1906,1906-12-01,No,NA,Español,NA,Poesía,NA,A una novicia,NA,01.7,484-485
Alpha,113,"Pérez Triana, Santiago",Creador,NA,Colombia,La traslación de la familia chimp a la ciudad,Año I. Número 12,diciembre de 1906,1906-12-01,Sí,"Eastman, Tomás Oziel",Español,Inglés,Prosa Ficción,Cuento,NA,NA,6,486-492
Alpha,114,"Carrasquilla, Tomás",Creador,NA,Colombia,Albirradium,Año I. Número 12,diciembre de 1906,1906-12-01,No,NA,Español,NA,Prosa Ficción,NA,NA,NA,01.4,493-494
Alpha,115,"Solano Patiño, José",Creador,NA,NA,Acuarela de abanico. [poemas cortos],Año I. Número 12,diciembre de 1906,1906-12-01,No,NA,Español,NA,Poesía,NA,NA,NA,01.6,194-395
Alpha,116,"Restrepo, Saturnino",Creador,NA,Colombia,Míster Roosevelt,Año I. Número 12,diciembre de 1906,1906-12-01,No,NA,Español,NA,Prosa No Ficción,Notas,NA,NA,02.5,496-498
Alpha,117,"Nieto, Ricardo",Creador,NA,Colombia,Causerie,Año I. Número 12,diciembre de 1906,1906-12-01,No,NA,Español,NA,Prosa No Ficción,Notas,NA,NA,02.5,498-500
Alpha,118,Anónimo,Creador,NA,NA,Publicaciones recibidas,Año I. Número 12,diciembre de 1906,1906-12-01,No,NA,Español,NA,Prosa No Ficción,Notas,NA,NA,0.5,500-501
Alpha,119,Anónimo,Creador,NA,NA,Edición,Año I. Número 12,diciembre de 1906,1906-12-01,No,NA,Español,NA,Prosa No Ficción,Notas,NA,NA,0.3,501
Alpha,120a,"Ospina Vásquez, Mariano",Director,LL. RR.,NA,Año Nuevo,Año I. Número 12,diciembre de 1906,1906-12-01,No,NA,Español,NA,Prosa No Ficción,Notas,NA,NA,0.6,501
Alpha,120b,"Cano, Antonio José",Director,LL. RR.,NA,Año Nuevo,Año I. Número 12,diciembre de 1906,1906-12-01,No,NA,Español,NA,Prosa No Ficción,Notas,NA,NA,0.6,501
Alpha,120c,"Cruz, Jorge de la",Director,LL. RR.,NA,Año Nuevo,Año I. Número 12,diciembre de 1906,1906-12-01,No,NA,Español,NA,Prosa No Ficción,Notas,NA,NA,0.6,501
Alpha,121,Anónimo,Director,NA,NA,Indice del año primero,Año I. Número 12,diciembre de 1906,1906-12-01,No,NA,Español,NA,Prosa No Ficción,NA,NA,NA,2,NA
